frame,tipo,confianza,x1,y1,x2,y2
5,bus,0.927,0,122,327,356
5,auto,0.871,221,60,281,97
5,auto,0.866,116,71,198,115
5,auto,0.834,200,89,302,134
5,auto,0.821,371,71,429,115
5,auto,0.793,453,52,539,86
5,auto,0.752,296,63,344,108
5,auto,0.735,208,33,247,66
5,auto,0.734,0,126,77,180
5,auto,0.659,403,51,439,85
5,auto,0.628,279,24,322,57
5,auto,0.59,435,1,464,32
5,auto,0.528,261,43,297,74
5,auto,0.477,338,48,384,86
5,auto,0.458,260,0,285,16
5,auto,0.415,409,0,433,15
5,auto,0.409,137,119,223,155
10,bus,0.935,0,122,341,356
10,auto,0.844,125,69,201,114
10,auto,0.834,221,61,283,97
10,auto,0.83,371,71,429,115
10,auto,0.82,0,124,83,180
10,auto,0.793,201,91,304,132
10,auto,0.785,453,53,538,86
10,auto,0.778,295,64,344,110
10,auto,0.68,210,31,249,64
10,auto,0.668,403,51,438,85
10,auto,0.6,436,2,464,32
10,auto,0.522,279,25,322,57
10,auto,0.472,136,120,222,155
10,auto,0.445,373,0,415,25
10,auto,0.42,259,0,285,16
10,auto,0.408,337,25,425,88
10,auto,0.407,262,43,297,75
15,bus,0.934,0,109,353,356
15,auto,0.864,135,67,207,113
15,auto,0.833,372,73,430,115
15,auto,0.827,453,55,538,88
15,auto,0.819,223,61,284,98
15,auto,0.818,0,123,90,178
15,auto,0.724,296,64,344,112
15,auto,0.714,203,93,307,131
15,auto,0.695,213,31,249,64
15,auto,0.654,403,52,439,86
15,auto,0.595,262,44,300,75
15,auto,0.593,436,6,463,32
15,auto,0.575,279,27,323,59
15,auto,0.551,139,120,220,157
15,auto,0.422,337,50,386,88
20,bus,0.928,0,111,367,356
20,auto,0.846,373,75,431,116
20,auto,0.845,143,66,213,107
20,auto,0.823,453,56,538,91
20,auto,0.765,0,122,96,180
20,auto,0.749,296,67,344,113
20,auto,0.737,204,94,310,135
20,auto,0.726,215,33,250,63
20,auto,0.699,225,62,284,98
20,auto,0.665,403,54,439,88
20,auto,0.658,435,6,463,32
20,auto,0.649,263,44,301,76
20,auto,0.54,139,122,210,157
20,auto,0.455,342,30,426,91
20,auto,0.411,279,28,323,60
25,bus,0.918,0,105,376,356
25,auto,0.869,151,65,218,105
25,auto,0.81,372,78,429,120
25,auto,0.8,216,34,250,65
25,auto,0.8,0,121,103,182
25,auto,0.766,453,59,538,94
25,auto,0.742,296,68,344,118
25,auto,0.7,226,64,284,102
25,auto,0.695,402,57,439,91
25,auto,0.632,207,95,303,133
25,auto,0.614,139,125,222,159
25,auto,0.606,264,46,301,79
25,auto,0.507,257,0,284,20
25,auto,0.49,436,6,463,34
25,auto,0.463,397,0,425,19
25,auto,0.402,276,30,322,64
30,bus,0.912,0,101,383,355
30,auto,0.851,159,66,224,106
30,auto,0.839,295,73,343,116
30,auto,0.83,0,122,109,184
30,auto,0.812,372,80,429,124
30,auto,0.799,452,64,537,98
30,auto,0.712,402,61,437,95
30,auto,0.697,209,98,293,139
30,auto,0.688,226,67,284,106
30,auto,0.679,218,37,250,66
30,auto,0.619,139,129,211,165
30,auto,0.602,263,51,300,82
30,auto,0.576,336,60,386,98
30,auto,0.541,434,11,461,37
30,auto,0.49,347,36,423,77
30,auto,0.456,331,27,373,52
30,auto,0.436,279,34,323,68
35,bus,0.899,1,111,395,356
35,auto,0.863,371,86,428,128
35,auto,0.829,0,126,116,186
35,auto,0.79,450,69,534,102
35,auto,0.774,167,68,225,109
35,auto,0.758,294,79,341,115
35,auto,0.661,218,41,249,69
35,auto,0.624,226,71,284,112
35,auto,0.619,400,66,435,100
35,auto,0.597,135,134,216,169
35,auto,0.586,208,103,299,143
35,auto,0.518,432,15,457,40
35,auto,0.5,335,65,382,101
35,auto,0.414,372,14,416,40
35,auto,0.406,329,33,369,57
40,bus,0.931,0,110,395,356
40,auto,0.855,369,92,425,134
40,auto,0.808,448,74,532,109
40,auto,0.805,171,72,230,108
40,auto,0.788,1,130,121,188
40,auto,0.752,398,73,434,107
40,auto,0.749,225,76,281,118
40,auto,0.706,295,84,338,119
40,auto,0.697,217,46,248,74
40,auto,0.675,135,140,213,175
40,auto,0.613,208,109,295,149
40,auto,0.583,342,48,418,85
40,auto,0.579,333,71,380,108
40,auto,0.568,429,20,455,46
40,auto,0.522,262,61,298,92
40,auto,0.436,274,46,318,77
45,bus,0.951,0,117,402,356
45,auto,0.843,12,132,127,190
45,auto,0.811,175,76,232,114
45,auto,0.755,446,81,529,116
45,auto,0.732,223,84,280,126
45,auto,0.718,133,147,211,181
45,auto,0.678,331,78,381,116
45,auto,0.659,290,91,336,126
45,auto,0.654,216,52,246,81
45,auto,0.644,370,99,421,140
45,auto,0.632,396,79,431,113
45,auto,0.631,209,115,296,157
45,auto,0.598,426,25,452,51
45,auto,0.585,259,69,296,99
45,auto,0.463,208,116,275,154
45,auto,0.432,272,52,318,82
45,auto,0.415,337,55,415,92
50,bus,0.938,2,117,406,356
50,auto,0.835,20,137,132,193
50,auto,0.797,180,80,232,115
50,auto,0.772,133,152,203,186
50,auto,0.731,444,87,529,121
50,auto,0.664,371,104,420,146
50,auto,0.654,222,91,280,132
50,auto,0.651,395,84,430,118
50,auto,0.616,425,31,449,55
50,auto,0.601,290,96,335,130
50,auto,0.593,327,83,380,121
50,auto,0.56,212,57,246,85
50,auto,0.477,256,74,295,105
50,auto,0.447,210,122,274,159
50,auto,0.437,343,60,415,99
50,auto,0.435,293,38,337,64
50,auto,0.421,375,41,415,59
50,auto,0.42,323,53,365,75
50,bus,0.41,265,1,339,47
55,bus,0.926,1,120,410,356
55,auto,0.873,184,82,234,115
55,auto,0.837,30,137,139,192
55,auto,0.753,128,158,206,192
55,auto,0.744,442,92,528,126
55,auto,0.697,394,90,429,124
55,auto,0.658,213,61,245,89
55,auto,0.639,222,94,280,139
55,auto,0.613,423,35,448,59
55,auto,0.602,372,110,421,147
55,auto,0.553,373,42,415,64
55,auto,0.522,326,88,377,124
55,auto,0.508,215,126,275,161
55,auto,0.497,339,64,414,104
55,auto,0.448,322,58,362,81
55,auto,0.426,257,80,294,109
60,bus,0.935,0,118,415,357
60,auto,0.853,40,138,145,192
60,auto,0.792,189,84,237,116
60,auto,0.716,130,161,208,195
60,auto,0.709,443,96,527,129
60,auto,0.673,337,68,414,109
60,auto,0.655,215,64,246,90
60,auto,0.647,395,93,429,126
60,auto,0.644,223,98,279,143
60,auto,0.616,423,37,447,62
60,auto,0.552,374,112,421,145
60,bus,0.545,265,13,338,54
60,auto,0.534,327,92,376,124
60,auto,0.503,369,44,417,68
60,auto,0.462,218,128,289,166
60,auto,0.408,323,62,362,84
65,bus,0.923,14,118,421,355
65,auto,0.877,50,138,152,192
65,auto,0.799,191,85,239,117
65,auto,0.748,443,98,528,133
65,auto,0.68,370,50,420,71
65,auto,0.653,217,66,247,90
65,auto,0.636,395,97,430,128
65,auto,0.616,422,42,446,63
65,auto,0.605,223,101,280,146
65,auto,0.576,130,164,207,197
65,bus,0.535,213,15,267,52
65,auto,0.491,257,86,294,115
65,auto,0.477,320,64,363,87
65,auto,0.453,0,215,64,352
65,auto,0.45,221,132,290,167
65,auto,0.436,326,96,377,124
65,bus,0.42,263,16,339,58
65,auto,0.413,336,71,413,116
70,bus,0.878,47,116,422,356
70,auto,0.851,62,138,160,188
70,auto,0.827,198,85,240,116
70,auto,0.757,444,100,528,134
70,auto,0.697,224,135,283,166
70,auto,0.664,223,102,281,148
70,auto,0.652,0,217,70,345
70,auto,0.641,422,42,446,63
70,auto,0.616,395,98,430,131
70,auto,0.614,218,66,247,91
70,auto,0.613,373,51,423,72
70,bus,0.577,216,17,267,55
70,auto,0.558,131,167,206,199
70,auto,0.506,258,88,294,117
70,auto,0.494,111,301,320,357
70,auto,0.445,334,73,414,119
70,auto,0.443,323,66,365,89
70,auto,0.431,292,55,339,80
75,bus,0.893,68,117,425,357
75,auto,0.851,73,137,167,186
75,auto,0.823,202,85,242,115
75,auto,0.808,224,105,281,151
75,auto,0.771,0,220,76,345
75,auto,0.76,444,103,529,137
75,auto,0.759,396,100,430,133
75,auto,0.652,422,42,445,64
75,auto,0.591,259,90,296,120
75,auto,0.577,228,135,287,166
75,auto,0.535,384,53,425,73
75,bus,0.487,263,22,340,63
75,auto,0.467,323,69,360,91
75,auto,0.466,133,168,209,201
75,auto,0.44,220,68,247,92
75,auto,0.423,329,100,373,126
80,bus,0.934,83,116,426,356
80,auto,0.864,84,135,174,183
80,auto,0.798,0,221,91,342
80,auto,0.788,225,107,282,156
80,auto,0.75,205,85,244,115
80,auto,0.748,445,103,529,137
80,auto,0.672,396,101,431,132
80,auto,0.571,421,43,444,64
80,auto,0.497,294,57,343,84
80,auto,0.478,227,138,288,167
80,bus,0.472,119,268,381,357
80,auto,0.467,325,70,364,92
80,auto,0.444,269,72,319,106
80,auto,0.439,222,69,248,92
80,auto,0.437,260,92,296,121
80,auto,0.432,380,54,430,75
80,auto,0.421,333,77,414,119
80,bus,0.408,525,2,639,146
85,bus,0.934,103,115,426,347
85,auto,0.873,94,133,180,179
85,bus,0.835,116,256,409,356
85,auto,0.762,226,108,283,155
85,auto,0.738,0,223,110,345
85,auto,0.733,397,103,433,134
85,auto,0.722,446,104,530,138
85,auto,0.692,207,85,246,116
85,auto,0.67,388,54,432,75
85,auto,0.621,261,93,296,122
85,auto,0.5,334,78,414,117
85,auto,0.455,420,40,443,63
85,auto,0.423,0,15,22,32
85,auto,0.409,270,72,320,107
90,bus,0.912,116,114,430,340
90,auto,0.872,105,130,187,175
90,auto,0.868,0,222,123,341
90,auto,0.836,208,85,247,116
90,auto,0.752,446,104,530,139
90,auto,0.727,227,108,284,155
90,bus,0.686,123,238,431,356
90,auto,0.64,398,103,432,131
90,auto,0.589,394,55,435,75
90,auto,0.522,130,171,209,207
90,auto,0.491,419,40,443,63
90,auto,0.452,334,79,412,116
90,auto,0.406,269,72,320,108
95,bus,0.932,129,110,432,331
95,auto,0.885,113,127,195,171
95,auto,0.864,0,222,137,340
95,bus,0.776,122,228,442,356
95,auto,0.757,448,104,532,139
95,auto,0.75,397,54,439,75
95,auto,0.678,210,83,247,114
95,auto,0.675,227,107,285,155
95,auto,0.67,399,102,433,129
95,auto,0.562,230,139,288,168
95,auto,0.522,331,76,411,116
95,auto,0.512,132,171,209,208
95,auto,0.492,419,40,443,62
95,auto,0.422,269,72,320,109
95,auto,0.414,262,92,297,123
100,bus,0.906,140,106,432,323
100,auto,0.869,0,221,147,337
100,auto,0.86,122,123,199,167
100,bus,0.835,155,216,458,356
100,auto,0.765,448,104,531,139
100,auto,0.676,227,107,287,152
100,auto,0.674,211,82,247,111
100,auto,0.643,270,70,320,108
100,auto,0.619,331,76,410,114
100,auto,0.595,401,52,440,73
100,auto,0.556,130,169,212,230
100,auto,0.534,401,102,434,131
100,auto,0.442,231,138,287,167
105,bus,0.911,154,102,437,324
105,bus,0.876,196,203,464,356
105,auto,0.849,131,120,205,162
105,auto,0.831,0,221,158,334
105,auto,0.738,228,106,286,152
105,auto,0.729,448,103,532,138
105,auto,0.697,212,81,247,107
105,auto,0.641,132,168,213,228
105,auto,0.578,333,74,408,111
105,auto,0.55,403,52,443,72
105,auto,0.526,268,70,319,107
105,auto,0.441,232,136,289,165
105,auto,0.43,400,17,415,31
105,bus,0.418,532,25,639,147
105,auto,0.417,299,57,346,85
110,bus,0.925,160,100,436,321
110,auto,0.858,0,219,170,333
110,bus,0.851,230,193,481,356
110,auto,0.816,140,117,209,160
110,auto,0.724,448,102,532,137
110,auto,0.718,228,105,285,150
110,auto,0.669,134,167,217,229
110,auto,0.657,214,80,248,105
110,auto,0.637,300,56,346,82
110,auto,0.637,332,72,407,109
110,auto,0.529,267,69,319,107
110,auto,0.523,408,51,445,71
110,auto,0.499,232,135,289,165
115,bus,0.927,258,183,488,357
115,bus,0.922,173,99,435,315
115,auto,0.858,0,219,179,331
115,auto,0.84,145,112,214,155
115,auto,0.706,449,102,532,135
115,auto,0.687,300,55,346,82
115,auto,0.641,228,104,286,150
115,auto,0.612,139,165,218,227
115,auto,0.611,215,77,249,104
115,auto,0.596,332,72,406,107
115,auto,0.574,411,49,446,70
115,auto,0.495,266,67,319,105
115,auto,0.485,232,135,288,164
120,bus,0.926,285,174,495,357
120,bus,0.921,178,98,435,314
120,auto,0.837,0,220,183,331
120,auto,0.832,151,110,217,150
120,auto,0.736,142,164,220,228
120,auto,0.712,449,101,532,135
120,auto,0.625,215,77,250,104
120,auto,0.619,229,102,286,150
120,auto,0.543,415,48,447,68
120,auto,0.537,302,55,348,80
120,auto,0.534,329,72,405,106
120,auto,0.45,266,65,319,104
120,auto,0.418,232,134,288,164
125,bus,0.944,187,97,435,309
125,bus,0.915,310,166,499,353
125,auto,0.863,158,108,222,147
125,auto,0.767,0,230,184,331
125,auto,0.706,449,101,532,134
125,auto,0.657,145,163,221,227
125,auto,0.648,419,47,448,67
125,auto,0.595,216,77,251,105
125,auto,0.593,229,102,286,150
125,auto,0.503,303,55,349,81
125,auto,0.478,328,69,403,105
125,auto,0.471,407,95,437,126
125,auto,0.45,232,134,288,164
125,auto,0.448,267,63,318,104
130,bus,0.948,193,97,436,305
130,bus,0.923,332,160,504,334
130,auto,0.857,163,104,225,144
130,auto,0.771,0,229,184,330
130,auto,0.707,449,101,533,134
130,auto,0.699,147,162,224,227
130,auto,0.688,420,47,448,67
130,auto,0.603,229,102,287,150
130,auto,0.57,216,76,251,104
130,auto,0.518,407,95,438,121
130,auto,0.511,327,69,402,103
130,auto,0.438,232,133,289,164
135,bus,0.956,197,97,437,298
135,bus,0.897,351,150,508,317
135,auto,0.801,168,103,225,143
135,auto,0.757,0,224,183,327
135,auto,0.736,149,161,226,227
135,auto,0.694,449,101,533,133
135,auto,0.68,422,47,447,66
135,auto,0.639,216,75,249,103
135,auto,0.619,227,101,289,147
135,auto,0.618,325,68,401,102
135,auto,0.493,406,93,439,120
135,auto,0.413,274,72,315,102
140,bus,0.95,207,95,437,294
140,bus,0.886,367,141,516,302
140,auto,0.868,0,229,185,326
140,auto,0.814,172,102,230,140
140,auto,0.788,152,160,228,229
140,auto,0.712,449,101,533,132
140,auto,0.639,324,67,399,102
140,auto,0.63,424,46,447,64
140,auto,0.615,215,75,250,104
140,auto,0.605,229,101,288,148
140,auto,0.549,377,52,421,75
140,auto,0.522,408,92,440,120
140,auto,0.455,273,71,315,102
140,bus,0.418,263,20,324,61
140,auto,0.408,232,132,290,165
145,bus,0.946,211,94,439,292
145,bus,0.865,381,138,517,288
145,auto,0.86,175,100,232,136
145,auto,0.822,0,212,186,326
145,auto,0.757,449,100,533,133
145,auto,0.729,155,159,227,227
145,auto,0.7,425,45,447,63
145,auto,0.672,323,66,397,101
145,auto,0.599,214,75,250,104
145,auto,0.538,284,71,314,100
145,auto,0.531,411,90,440,119
145,auto,0.472,230,101,302,148
145,auto,0.448,378,51,423,75
145,auto,0.421,232,132,290,165
150,bus,0.948,214,93,439,288
150,auto,0.873,3,227,189,323
150,bus,0.856,392,135,518,274
150,auto,0.845,178,99,232,135
150,auto,0.758,448,100,533,133
150,auto,0.726,322,66,396,100
150,auto,0.716,156,158,229,227
150,auto,0.683,214,74,249,105
150,auto,0.662,426,44,448,62
150,auto,0.525,413,88,441,116
150,auto,0.502,231,101,288,148
150,auto,0.497,0,211,114,296
150,auto,0.496,284,71,313,100
150,auto,0.428,232,132,290,165
150,auto,0.407,410,25,430,43
155,bus,0.937,222,92,440,283
155,auto,0.866,8,225,192,322
155,bus,0.846,403,129,516,260
155,auto,0.843,181,97,236,133
155,auto,0.782,158,157,233,225
155,auto,0.775,322,65,395,99
155,auto,0.731,448,101,533,135
155,auto,0.686,0,208,122,295
155,auto,0.666,215,74,251,103
155,auto,0.657,427,43,448,60
155,auto,0.583,231,132,291,165
155,auto,0.563,414,87,442,113
155,auto,0.52,231,100,300,146
155,auto,0.436,277,70,312,100
155,auto,0.419,389,51,426,73
160,bus,0.93,227,89,441,279
160,auto,0.875,15,223,196,320
160,bus,0.85,412,125,515,251
160,auto,0.832,183,96,239,131
160,auto,0.823,320,65,393,98
160,auto,0.811,159,157,231,225
160,auto,0.762,447,100,532,136
160,auto,0.713,428,41,448,59
160,auto,0.64,0,207,121,293
160,auto,0.618,215,74,251,102
160,auto,0.59,392,50,428,72
160,auto,0.537,232,132,291,165
160,auto,0.516,231,100,298,144
160,auto,0.434,280,70,311,99
165,bus,0.942,231,91,437,275
165,bus,0.917,419,120,515,240
165,auto,0.886,20,223,202,317
165,auto,0.847,184,95,239,131
165,auto,0.84,161,157,235,224
165,auto,0.777,0,205,125,291
165,auto,0.743,321,65,395,99
165,auto,0.697,445,100,532,136
165,auto,0.671,4,322,182,357
165,auto,0.616,217,74,251,101
165,auto,0.576,232,101,286,140
165,auto,0.569,412,82,445,111
165,auto,0.566,267,86,302,114
165,auto,0.548,274,68,310,97
165,auto,0.532,429,40,448,58
165,auto,0.476,396,49,430,70
165,bus,0.448,260,26,318,61
165,auto,0.413,232,132,290,165
170,bus,0.951,237,90,437,270
170,auto,0.88,28,221,207,314
170,auto,0.842,186,95,239,130
170,auto,0.824,162,156,242,223
170,auto,0.819,0,201,129,286
170,bus,0.762,425,115,515,230
170,auto,0.737,320,65,394,100
170,auto,0.658,415,81,445,108
170,auto,0.636,443,99,530,133
170,auto,0.632,218,72,253,100
170,auto,0.571,231,101,288,147
170,auto,0.532,399,48,432,70
170,auto,0.528,232,131,291,164
170,auto,0.516,8,313,195,359
170,auto,0.491,429,40,448,56
175,bus,0.944,242,88,440,265
175,auto,0.882,188,94,240,129
175,auto,0.859,34,221,212,311
175,auto,0.846,0,197,131,282
175,auto,0.799,162,156,246,224
175,auto,0.767,415,79,445,105
175,auto,0.748,319,65,393,102
175,auto,0.715,232,100,288,146
175,bus,0.708,432,112,513,219
175,auto,0.693,401,47,433,69
175,auto,0.678,218,72,253,99
175,auto,0.587,10,305,210,358
175,auto,0.575,443,99,529,132
175,auto,0.439,430,40,448,54
175,auto,0.43,274,67,308,94
175,auto,0.405,232,132,290,165
180,bus,0.929,246,86,443,260
180,auto,0.885,42,220,218,309
180,auto,0.88,188,93,241,129
180,auto,0.813,162,156,252,224
180,auto,0.799,0,195,136,275
180,auto,0.746,318,64,391,101
180,auto,0.735,404,46,435,68
180,auto,0.686,416,78,447,103
180,auto,0.68,219,72,253,99
180,auto,0.679,232,100,288,146
180,auto,0.542,55,298,221,359
180,auto,0.513,430,36,448,53
180,bus,0.465,436,107,511,214
180,auto,0.402,233,131,291,165
185,bus,0.938,254,86,444,255
185,auto,0.886,50,215,224,307
185,auto,0.882,189,93,241,129
185,auto,0.854,0,193,143,270
185,auto,0.833,162,156,257,224
185,auto,0.775,27,292,232,357
185,auto,0.701,233,100,288,144
185,bus,0.681,440,102,509,208
185,auto,0.618,219,73,253,99
185,auto,0.557,407,47,435,67
185,auto,0.544,316,64,389,100
185,auto,0.445,429,36,448,53
185,bus,0.442,256,21,320,61
185,auto,0.433,419,75,448,102
185,auto,0.417,366,43,401,64
185,auto,0.414,234,132,291,164
185,bus,0.402,318,27,341,53
190,bus,0.943,260,85,444,251
190,auto,0.899,58,213,230,299
190,auto,0.868,190,93,242,128
190,auto,0.843,42,283,245,357
190,auto,0.841,162,157,263,223
190,auto,0.827,10,187,147,263
190,auto,0.727,233,101,287,145
190,auto,0.688,219,73,253,100
190,auto,0.56,315,64,388,100
190,auto,0.558,409,47,436,67
190,bus,0.524,256,20,320,61
190,auto,0.505,420,74,448,102
190,bus,0.478,444,101,509,200
190,auto,0.458,429,36,448,52
190,auto,0.455,365,43,401,64
190,auto,0.449,235,132,292,166
190,auto,0.438,290,105,335,134
195,bus,0.938,266,85,444,247
195,auto,0.884,20,184,151,257
195,auto,0.874,162,157,269,221
195,auto,0.855,191,93,242,128
195,auto,0.836,67,212,234,295
195,auto,0.814,59,275,259,357
195,auto,0.622,234,101,288,144
195,auto,0.622,420,73,449,100
195,auto,0.611,219,73,254,100
195,auto,0.507,237,131,293,168
195,auto,0.495,445,100,509,196
195,auto,0.472,413,47,436,66
195,auto,0.462,271,83,304,114
195,auto,0.451,0,298,18,352
195,bus,0.45,254,22,318,62
195,auto,0.431,428,35,448,52
200,bus,0.927,271,85,445,243
200,auto,0.893,162,157,270,220
200,auto,0.87,31,180,155,249
200,auto,0.854,191,93,243,128
200,auto,0.843,74,211,238,297
200,auto,0.832,80,268,273,357
200,auto,0.679,447,100,510,192
200,auto,0.653,0,294,25,351
200,bus,0.628,252,20,318,62
200,auto,0.591,414,47,436,65
200,auto,0.58,422,71,450,98
200,auto,0.572,220,74,254,100
200,auto,0.563,235,100,289,139
200,auto,0.451,312,65,383,101
200,auto,0.436,365,44,403,65
200,auto,0.424,215,40,242,59
200,auto,0.416,239,132,295,169
200,auto,0.414,271,83,305,113
205,bus,0.929,276,84,446,239
205,auto,0.895,160,158,271,217
205,auto,0.89,103,260,287,357
205,auto,0.854,80,211,242,294
205,auto,0.847,192,93,243,128
205,auto,0.805,43,176,161,244
205,auto,0.706,0,288,32,349
205,auto,0.643,423,70,450,96
205,auto,0.588,220,73,254,99
205,auto,0.521,272,82,305,113
205,auto,0.52,235,100,289,144
205,auto,0.516,415,49,436,64
205,auto,0.503,309,65,379,103
205,bus,0.469,448,98,509,188
205,bus,0.46,253,23,318,62
205,auto,0.432,448,98,510,188
205,auto,0.415,364,44,400,65
205,auto,0.404,215,40,242,59
210,auto,0.935,125,254,300,357
210,bus,0.933,283,84,445,236
210,auto,0.882,162,158,271,215
210,auto,0.878,53,172,167,237
210,auto,0.846,86,208,245,291
210,auto,0.843,192,94,243,128
210,auto,0.745,449,97,511,183
210,auto,0.737,423,69,451,94
210,auto,0.735,0,283,36,344
210,auto,0.7,235,101,289,142
210,auto,0.647,220,73,254,99
210,auto,0.55,272,81,305,112
210,auto,0.548,242,131,300,181
210,auto,0.463,215,40,241,59
210,auto,0.44,364,44,399,65
210,auto,0.43,307,65,376,103
210,auto,0.413,430,36,448,51
215,bus,0.923,287,83,443,233
215,auto,0.895,161,158,271,214
215,auto,0.888,144,245,310,351
215,auto,0.886,64,169,168,232
215,auto,0.863,90,210,248,291
215,auto,0.815,0,279,43,344
215,auto,0.814,192,94,244,128
215,auto,0.729,237,100,290,141
215,auto,0.712,424,66,451,92
215,auto,0.598,223,73,254,98
215,auto,0.56,449,96,510,182
215,auto,0.519,363,44,399,65
215,auto,0.513,243,132,304,182
215,auto,0.497,431,35,449,51
215,auto,0.458,272,81,305,111
215,auto,0.406,305,64,374,102
220,bus,0.925,292,81,443,229
220,auto,0.895,93,209,250,290
220,auto,0.865,162,239,321,343
220,auto,0.851,161,159,271,213
220,auto,0.83,193,94,244,128
220,auto,0.814,74,165,172,226
220,auto,0.813,0,277,46,338
220,auto,0.676,248,130,304,181
220,auto,0.643,424,65,450,90
220,auto,0.562,223,72,255,98
220,auto,0.552,238,99,291,139
220,auto,0.542,364,44,399,66
220,auto,0.5,430,35,448,50
220,auto,0.418,417,46,437,63
225,bus,0.928,299,80,441,226
225,auto,0.892,94,208,252,290
225,auto,0.862,176,235,328,331
225,auto,0.839,162,158,271,213
225,auto,0.818,193,93,244,128
225,auto,0.788,83,162,180,219
225,auto,0.785,0,274,50,338
225,auto,0.679,425,63,450,87
225,auto,0.552,430,35,448,50
225,auto,0.536,362,44,398,65
225,auto,0.5,250,130,304,180
225,auto,0.486,240,98,293,139
225,auto,0.453,224,71,256,96
225,auto,0.434,417,44,436,61
225,auto,0.431,275,78,304,104
225,bus,0.42,452,93,509,176
230,bus,0.921,304,79,440,221
230,auto,0.899,94,208,255,289
230,auto,0.885,189,231,336,325
230,auto,0.884,162,158,271,213
230,auto,0.847,92,158,185,214
230,auto,0.804,195,93,244,128
230,auto,0.796,0,271,53,339
230,auto,0.688,426,62,451,84
230,auto,0.65,254,130,310,179
230,auto,0.64,242,97,294,137
230,auto,0.56,430,35,448,48
230,auto,0.545,225,70,256,95
230,auto,0.535,362,44,398,65
230,auto,0.53,275,78,303,104
230,bus,0.498,452,92,509,173
230,auto,0.427,415,35,436,59
235,bus,0.917,308,77,440,217
235,auto,0.895,94,208,254,289
235,auto,0.891,199,225,341,318
235,auto,0.869,162,158,272,213
235,auto,0.813,196,93,244,127
235,auto,0.776,253,130,313,177
235,auto,0.669,426,60,451,82
235,auto,0.645,103,154,200,207
235,auto,0.561,226,69,256,94
235,auto,0.546,0,269,56,338
235,auto,0.541,275,78,304,106
235,auto,0.538,361,44,396,64
235,auto,0.53,243,97,293,135
235,auto,0.47,273,58,297,80
235,bus,0.456,245,17,333,57
235,auto,0.452,414,36,435,57
235,auto,0.445,430,34,448,48
235,auto,0.419,297,62,363,100
235,bus,0.412,453,90,508,170
240,auto,0.928,208,220,348,311
240,bus,0.902,312,74,439,212
240,auto,0.897,94,208,252,289
240,auto,0.86,197,92,245,127
240,auto,0.86,165,157,272,213
240,auto,0.818,259,128,318,177
240,auto,0.742,112,150,204,202
240,auto,0.665,0,266,60,340
240,auto,0.653,244,95,295,135
240,auto,0.648,0,230,15,266
240,auto,0.634,426,58,451,81
240,auto,0.537,276,78,305,108
240,auto,0.493,362,44,395,64
240,auto,0.487,226,67,256,92
240,auto,0.417,453,89,508,168
245,bus,0.898,318,73,439,208
245,auto,0.891,94,207,253,290
245,auto,0.871,219,214,353,304
245,auto,0.862,169,156,274,212
245,auto,0.83,199,91,247,124
245,auto,0.83,121,147,213,196
245,auto,0.724,246,94,297,132
245,auto,0.713,263,127,321,175
245,auto,0.664,0,265,62,342
245,auto,0.609,0,224,27,263
245,auto,0.605,427,56,451,79
245,auto,0.597,276,78,305,106
245,bus,0.592,244,16,333,56
245,auto,0.47,362,44,395,63
245,auto,0.408,453,87,508,167
250,auto,0.906,94,207,252,290
250,bus,0.873,321,72,442,205
250,auto,0.857,228,211,358,298
250,auto,0.856,172,154,275,212
250,auto,0.813,130,145,220,193
250,auto,0.794,201,89,248,123
250,auto,0.751,248,93,298,132
250,auto,0.699,266,127,324,171
250,auto,0.664,0,263,63,341
250,bus,0.628,244,16,332,56
250,auto,0.624,0,216,40,264
250,auto,0.547,428,55,451,78
250,auto,0.467,332,47,379,76
250,auto,0.452,363,43,395,62
250,auto,0.435,285,60,353,97
250,auto,0.428,228,66,257,89
250,camion,0.421,453,87,509,165
255,auto,0.911,95,206,253,289
255,bus,0.877,324,72,441,201
255,auto,0.861,175,153,277,213
255,auto,0.858,236,207,363,291
255,auto,0.79,0,213,53,260
255,auto,0.768,267,125,330,173
255,auto,0.765,139,136,230,187
255,auto,0.727,204,88,249,121
255,auto,0.705,250,92,298,131
255,auto,0.624,0,260,65,319
255,bus,0.565,243,16,331,58
255,auto,0.463,229,64,257,88
255,auto,0.452,428,53,451,74
255,auto,0.418,365,44,395,62
255,auto,0.409,278,76,307,106
260,auto,0.92,96,204,253,288
260,auto,0.869,245,204,368,287
260,auto,0.844,180,150,279,211
260,auto,0.839,147,136,235,182
260,bus,0.834,327,71,440,197
260,auto,0.805,207,86,252,120
260,auto,0.734,0,206,66,258
260,auto,0.713,268,123,333,171
260,auto,0.679,251,91,297,129
260,auto,0.524,336,46,383,75
260,bus,0.52,243,15,330,58
260,auto,0.427,278,76,308,105
260,auto,0.411,430,52,451,72
260,auto,0.411,229,61,258,87
265,auto,0.933,98,204,255,287
265,auto,0.876,253,197,373,279
265,auto,0.804,153,133,243,179
265,auto,0.792,184,148,281,210
265,bus,0.77,331,68,441,193
265,auto,0.768,209,85,251,117
265,auto,0.735,269,124,335,170
265,auto,0.719,0,202,79,257
265,auto,0.709,252,90,298,128
265,auto,0.554,337,44,386,75
265,bus,0.503,244,15,330,56
265,auto,0.49,0,258,68,316
265,auto,0.471,428,50,451,71
