frame,tipo,confianza,x1,y1,x2,y2
1370,bus,0.619,225,12,309,49
1370,auto,0.545,361,90,396,120
1370,auto,0.538,431,110,471,149
1370,auto,0.49,274,70,312,100
1375,auto,0.878,150,159,229,218
1375,bus,0.87,217,88,364,220
1375,auto,0.87,52,135,167,195
1375,auto,0.851,120,223,255,313
1375,auto,0.788,0,227,142,320
1375,auto,0.774,152,111,224,155
1375,bus,0.746,351,39,414,86
1375,auto,0.622,0,185,98,264
1375,bus,0.578,223,12,308,50
1375,camion,0.566,203,54,265,119
1375,auto,0.563,362,89,396,120
1375,auto,0.529,430,110,471,150
1375,auto,0.468,488,102,548,135
1375,auto,0.459,274,71,311,101
1380,auto,0.879,150,159,229,218
1380,auto,0.869,52,135,167,195
1380,bus,0.839,220,88,364,221
1380,auto,0.828,119,224,255,313
1380,auto,0.824,0,227,142,322
1380,bus,0.769,350,40,414,88
1380,auto,0.737,152,111,224,155
1380,auto,0.632,0,184,98,264
1380,bus,0.568,223,13,307,52
1380,camion,0.556,202,53,264,119
1380,auto,0.55,429,110,470,151
1380,auto,0.467,360,89,395,120
1380,auto,0.441,275,71,311,101
1385,auto,0.877,150,160,228,218
1385,bus,0.869,221,89,364,221
1385,auto,0.863,51,135,166,195
1385,auto,0.836,119,224,254,314
1385,bus,0.831,348,41,413,87
1385,auto,0.826,0,228,142,323
1385,auto,0.731,152,111,224,154
1385,auto,0.634,429,111,470,151
1385,auto,0.619,0,183,98,266
1385,bus,0.594,224,13,308,51
1385,auto,0.562,505,103,547,139
1385,camion,0.55,201,54,264,119
1385,auto,0.495,274,68,311,101
1385,auto,0.472,360,90,395,120
1385,auto,0.44,487,107,519,135
1390,auto,0.877,149,160,228,219
1390,bus,0.868,222,89,364,221
1390,auto,0.853,51,135,167,195
1390,auto,0.837,0,228,141,322
1390,bus,0.824,348,41,413,88
1390,auto,0.817,118,224,254,315
1390,auto,0.694,428,111,468,152
1390,auto,0.689,152,112,223,155
1390,auto,0.611,0,184,97,268
1390,bus,0.6,101,232,399,357
1390,camion,0.58,201,55,264,120
1390,auto,0.573,501,104,557,139
1390,auto,0.49,273,70,311,102
1390,auto,0.49,360,91,395,121
1390,bus,0.442,223,15,308,51
1390,auto,0.438,402,90,474,123
1395,bus,0.883,132,223,411,357
1395,auto,0.869,149,160,228,219
1395,bus,0.861,220,89,364,221
1395,bus,0.852,347,41,412,87
1395,auto,0.848,0,228,141,322
1395,auto,0.838,50,136,166,195
1395,auto,0.783,117,224,254,315
1395,auto,0.713,428,111,468,152
1395,auto,0.627,152,111,224,155
1395,camion,0.611,201,56,264,119
1395,auto,0.609,0,183,97,269
1395,auto,0.532,273,71,311,102
1395,auto,0.509,358,90,395,121
1395,auto,0.446,400,90,474,124
1395,auto,0.435,511,105,558,139
1400,bus,0.897,167,211,425,357
1400,auto,0.879,149,160,228,219
1400,bus,0.86,220,90,363,221
1400,bus,0.855,347,41,412,88
1400,auto,0.845,50,135,167,196
1400,auto,0.845,0,228,141,325
1400,auto,0.806,118,224,254,317
1400,auto,0.716,428,112,468,152
1400,auto,0.623,0,183,97,269
1400,camion,0.619,201,56,264,119
1400,auto,0.61,153,112,225,154
1400,auto,0.539,272,72,311,103
1400,bus,0.485,222,14,306,52
1400,auto,0.464,360,90,394,121
1400,auto,0.463,506,104,559,140
1405,bus,0.909,196,201,438,357
1405,auto,0.879,148,160,228,220
1405,bus,0.861,220,90,363,221
1405,auto,0.861,0,229,142,325
1405,bus,0.847,348,41,412,87
1405,auto,0.833,51,135,167,196
1405,auto,0.821,118,224,254,318
1405,auto,0.71,428,112,468,152
1405,auto,0.647,0,184,97,269
1405,camion,0.612,201,56,264,119
1405,bus,0.566,222,13,306,53
1405,auto,0.538,153,112,225,155
1405,auto,0.521,272,73,311,103
1405,auto,0.468,359,90,394,121
1405,auto,0.423,502,104,558,139
1405,camion,0.412,357,132,414,179
1405,bus,0.408,531,1,639,89
1410,bus,0.953,223,193,449,357
1410,auto,0.875,149,160,228,220
1410,bus,0.87,220,90,363,221
1410,bus,0.842,348,40,412,87
1410,auto,0.832,51,135,167,197
1410,auto,0.83,0,228,141,324
1410,auto,0.815,118,224,254,318
1410,auto,0.675,428,111,468,151
1410,auto,0.654,0,184,97,269
1410,camion,0.619,201,56,264,120
1410,auto,0.529,272,72,311,102
1410,auto,0.513,153,112,224,155
1410,bus,0.512,222,14,304,53
1410,auto,0.483,358,90,394,121
1410,camion,0.451,357,132,414,179
1410,auto,0.407,495,104,559,139
1415,bus,0.944,248,186,459,357
1415,auto,0.871,149,160,228,220
1415,bus,0.856,222,90,363,221
1415,auto,0.834,51,136,167,197
1415,bus,0.814,347,40,412,87
1415,auto,0.799,119,224,255,318
1415,auto,0.793,0,229,142,329
1415,auto,0.666,427,111,469,152
1415,auto,0.638,0,184,97,270
1415,camion,0.609,202,56,264,120
1415,auto,0.523,155,112,223,155
1415,bus,0.495,222,14,304,53
1415,auto,0.485,272,72,311,102
1415,auto,0.438,359,90,395,121
1415,camion,0.414,357,131,414,179
1420,bus,0.919,270,178,462,356
1420,auto,0.885,149,160,228,220
1420,bus,0.854,221,91,363,222
1420,auto,0.835,52,136,167,197
1420,auto,0.801,0,229,142,328
1420,bus,0.792,348,40,413,87
1420,auto,0.791,119,224,255,319
1420,camion,0.616,202,55,264,121
1420,auto,0.608,0,184,98,269
1420,auto,0.586,428,111,470,152
1420,auto,0.553,157,111,224,152
1420,auto,0.503,273,72,311,102
1420,bus,0.497,222,14,306,53
1420,auto,0.488,33,333,191,358
1420,auto,0.46,361,90,395,121
1420,auto,0.4,487,103,560,138
1425,bus,0.921,289,170,465,351
1425,auto,0.877,149,160,228,219
1425,bus,0.861,222,91,362,224
1425,auto,0.836,119,225,255,317
1425,auto,0.835,52,137,167,197
1425,bus,0.787,331,40,413,88
1425,auto,0.77,0,229,143,329
1425,auto,0.618,0,185,98,269
1425,camion,0.587,202,54,264,121
1425,auto,0.571,39,320,220,358
1425,auto,0.56,429,111,470,151
1425,auto,0.554,158,111,226,151
1425,bus,0.482,223,14,303,53
1425,auto,0.476,362,90,395,121
1425,auto,0.435,273,72,311,102
1425,auto,0.417,483,103,557,138
1430,bus,0.93,306,165,469,333
1430,bus,0.896,221,91,363,222
1430,auto,0.869,150,161,229,220
1430,auto,0.832,0,229,142,323
1430,auto,0.828,120,225,256,311
1430,auto,0.79,52,136,168,198
1430,bus,0.737,331,40,413,87
1430,auto,0.68,65,308,245,358
1430,auto,0.634,0,187,99,269
1430,camion,0.563,203,55,265,121
1430,auto,0.539,158,111,226,152
1430,auto,0.535,430,111,470,151
1430,auto,0.464,360,89,395,121
1430,auto,0.431,482,103,558,138
1430,auto,0.41,273,71,311,103
1435,bus,0.888,322,159,477,319
1435,auto,0.881,150,161,229,220
1435,bus,0.863,221,92,363,223
1435,auto,0.838,94,297,268,358
1435,auto,0.815,120,225,256,310
1435,auto,0.801,0,231,143,325
1435,bus,0.784,329,39,413,88
1435,auto,0.769,53,137,168,198
1435,auto,0.651,0,187,100,269
1435,auto,0.605,430,111,470,151
1435,auto,0.53,362,90,396,121
1435,auto,0.507,159,112,227,155
1435,auto,0.5,487,103,554,137
1435,auto,0.455,358,132,416,178
1435,camion,0.452,203,55,266,122
1435,auto,0.445,274,72,312,103
1440,bus,0.888,335,154,480,306
1440,auto,0.877,150,161,230,220
1440,bus,0.876,219,93,363,224
1440,auto,0.855,111,286,286,357
1440,auto,0.781,120,225,257,312
1440,bus,0.738,332,41,413,88
1440,auto,0.737,1,232,141,325
1440,auto,0.671,52,137,168,199
1440,auto,0.665,0,188,99,269
1440,auto,0.614,430,111,470,151
1440,auto,0.494,488,104,554,137
1440,camion,0.492,203,53,266,122
1440,auto,0.485,274,73,312,103
1440,auto,0.468,362,90,396,121
1440,bus,0.428,224,14,296,55
1440,auto,0.418,159,111,227,155
1445,auto,0.9,138,274,302,358
1445,bus,0.9,347,149,482,294
1445,bus,0.889,219,94,363,224
1445,auto,0.858,150,162,230,220
1445,bus,0.803,351,44,413,89
1445,auto,0.783,120,225,256,316
1445,auto,0.77,0,230,142,328
1445,auto,0.708,53,138,168,200
1445,auto,0.671,430,111,470,153
1445,auto,0.651,0,195,99,268
1445,auto,0.641,487,105,546,138
1445,auto,0.554,274,73,312,103
1445,auto,0.474,160,112,229,154
1445,bus,0.462,224,14,306,53
1445,auto,0.445,362,90,394,121
1445,auto,0.415,399,91,474,124
1450,auto,0.927,163,262,317,358
1450,bus,0.921,358,146,489,283
1450,bus,0.918,220,94,364,225
1450,auto,0.865,150,163,229,221
1450,auto,0.82,120,226,256,320
1450,auto,0.813,53,139,169,200
1450,auto,0.791,0,232,142,329
1450,bus,0.783,351,45,413,89
1450,auto,0.649,0,195,99,269
1450,auto,0.605,487,105,547,139
1450,auto,0.586,430,112,470,150
1450,auto,0.564,160,111,229,154
1450,camion,0.518,201,59,265,125
1450,auto,0.466,361,91,395,122
1450,bus,0.46,224,15,311,55
1455,auto,0.918,190,251,329,355
1455,bus,0.893,222,93,363,225
1455,bus,0.888,366,143,488,273
1455,auto,0.858,150,164,229,221
1455,auto,0.807,52,139,169,201
1455,auto,0.802,119,226,256,319
1455,bus,0.772,351,46,413,89
1455,auto,0.732,0,232,141,331
1455,auto,0.644,0,196,98,270
1455,auto,0.604,431,113,470,144
1455,auto,0.553,487,105,551,140
1455,camion,0.532,200,60,264,126
1455,auto,0.517,159,112,229,154
1455,auto,0.424,362,92,394,123
1455,bus,0.414,224,16,301,55
1460,bus,0.884,222,94,363,225
1460,bus,0.874,374,137,492,265
1460,auto,0.849,150,163,229,221
1460,auto,0.844,211,240,340,339
1460,auto,0.829,119,227,255,320
1460,auto,0.776,52,139,169,201
1460,bus,0.764,353,46,412,88
1460,auto,0.734,1,234,141,332
1460,auto,0.625,0,196,98,270
1460,auto,0.501,487,105,549,139
1460,camion,0.489,200,61,264,126
1460,auto,0.443,160,111,230,155
1460,auto,0.413,432,114,469,140
1460,bus,0.413,224,17,295,55
1460,auto,0.405,361,92,394,123
1465,bus,0.891,222,94,363,224
1465,auto,0.865,231,228,351,320
1465,auto,0.846,149,163,228,221
1465,auto,0.84,119,227,255,319
1465,bus,0.818,380,134,492,256
1465,auto,0.816,52,139,169,200
1465,bus,0.766,353,45,412,89
1465,auto,0.728,1,233,140,332
1465,auto,0.622,0,196,98,269
1465,auto,0.611,160,111,231,154
1465,auto,0.515,485,105,549,139
1465,camion,0.515,200,60,264,126
1470,bus,0.889,222,93,363,222
1470,bus,0.857,387,130,494,249
1470,auto,0.856,149,162,229,221
1470,auto,0.852,249,219,360,304
1470,auto,0.844,119,226,255,319
1470,auto,0.829,52,138,168,200
1470,bus,0.803,352,45,413,89
1470,auto,0.752,1,233,141,328
1470,auto,0.625,0,193,98,269
1470,auto,0.559,487,105,550,139
1470,bus,0.508,224,15,309,54
1470,auto,0.495,273,74,311,103
1470,auto,0.478,161,111,229,155
1470,auto,0.447,358,133,412,179
1470,auto,0.413,361,91,394,122
1470,camion,0.409,202,57,264,125
1475,bus,0.892,223,93,363,221
1475,auto,0.875,150,161,229,220
1475,auto,0.847,119,225,255,318
1475,auto,0.844,265,208,368,290
1475,auto,0.828,52,137,168,199
1475,bus,0.819,392,128,493,240
1475,auto,0.763,0,232,141,326
1475,bus,0.76,353,44,413,88
1475,auto,0.615,0,192,99,269
1475,auto,0.608,487,105,549,139
1475,auto,0.51,160,111,230,153
1475,auto,0.495,399,90,476,130
1475,auto,0.486,362,89,394,121
1475,bus,0.475,224,14,309,53
1475,auto,0.448,274,71,311,103
1480,bus,0.897,221,93,364,219
1480,auto,0.863,279,200,374,276
1480,auto,0.848,119,224,256,317
1480,auto,0.845,150,161,229,220
1480,auto,0.828,53,137,169,197
1480,bus,0.786,397,124,494,232
1480,auto,0.779,0,230,143,332
1480,bus,0.723,352,42,413,88
1480,auto,0.634,403,89,475,127
1480,auto,0.629,487,103,553,139
1480,auto,0.621,0,186,99,268
1480,auto,0.511,161,110,232,152
1480,bus,0.51,223,14,308,52
1480,auto,0.475,362,89,395,120
1480,auto,0.466,274,71,311,103
1480,auto,0.412,0,323,127,356
1485,bus,0.898,221,93,364,219
1485,auto,0.865,288,193,379,268
1485,auto,0.855,120,225,256,317
1485,auto,0.849,151,161,230,220
1485,auto,0.834,54,137,169,197
1485,auto,0.811,0,231,142,332
1485,bus,0.72,352,41,413,88
1485,auto,0.646,489,103,549,138
1485,auto,0.626,0,186,99,268
1485,bus,0.617,400,120,493,225
1485,auto,0.604,404,89,474,125
1485,auto,0.51,161,110,232,152
1485,bus,0.507,223,14,308,52
1485,auto,0.483,362,90,395,120
1485,auto,0.447,274,72,311,103
1485,auto,0.445,358,132,414,179
1485,camion,0.422,203,53,265,121
1490,bus,0.899,222,93,364,221
1490,auto,0.884,122,225,256,315
1490,auto,0.878,151,161,230,220
1490,auto,0.85,0,231,142,328
1490,auto,0.847,56,137,170,197
1490,auto,0.831,297,188,383,258
1490,auto,0.672,488,103,549,138
1490,bus,0.666,352,42,413,88
1490,auto,0.629,1,292,223,358
1490,bus,0.608,405,116,493,220
1490,auto,0.603,0,188,99,266
1490,auto,0.546,403,89,474,124
1490,auto,0.521,161,110,231,153
1490,auto,0.5,274,72,312,103
1490,auto,0.491,362,90,395,120
1490,bus,0.479,223,14,309,52
1490,auto,0.473,359,132,414,179
1495,bus,0.89,223,94,364,223
1495,auto,0.879,151,162,230,221
1495,auto,0.849,57,138,171,197
1495,auto,0.835,137,225,256,295
1495,auto,0.834,0,231,143,330
1495,auto,0.822,304,182,386,251
1495,bus,0.772,351,43,414,87
1495,auto,0.678,489,104,550,138
1495,auto,0.625,0,189,100,268
1495,bus,0.62,408,113,492,216
1495,auto,0.594,400,90,474,124
1495,auto,0.568,1,275,243,357
1495,bus,0.521,224,14,309,52
1495,auto,0.519,161,111,230,154
1495,auto,0.502,274,70,312,103
1495,auto,0.491,359,132,414,179
1495,auto,0.452,362,90,395,121
1495,camion,0.439,408,114,492,217
1500,bus,0.866,222,94,364,224
1500,auto,0.864,151,162,230,221
1500,auto,0.833,311,179,389,244
1500,auto,0.83,0,232,143,329
1500,auto,0.83,58,137,172,198
1500,bus,0.776,352,44,414,88
1500,auto,0.721,143,226,257,281
1500,auto,0.683,489,104,547,138
1500,bus,0.678,225,15,310,52
1500,bus,0.62,411,113,491,212
1500,auto,0.617,0,190,100,269
1500,auto,0.577,398,90,474,124
1500,auto,0.49,274,73,312,103
1500,camion,0.489,1,267,270,356
1500,auto,0.471,362,89,394,121
1500,auto,0.45,162,111,230,154
1505,auto,0.864,151,163,230,222
1505,auto,0.851,60,138,173,197
1505,bus,0.824,219,94,364,224
1505,bus,0.803,353,45,413,88
1505,bus,0.788,414,112,491,209
1505,auto,0.787,0,233,142,330
1505,auto,0.754,316,176,393,240
1505,auto,0.655,145,227,256,268
1505,auto,0.651,489,104,551,139
1505,auto,0.644,0,190,100,270
1505,bus,0.541,224,15,309,55
1505,auto,0.533,399,91,475,124
1505,camion,0.504,22,256,307,356
1505,auto,0.474,274,74,312,104
1505,camion,0.465,542,69,639,149
1505,auto,0.408,360,90,394,122
1505,auto,0.408,359,132,415,179
1510,bus,0.873,415,111,489,207
1510,auto,0.865,151,163,230,224
1510,auto,0.86,62,138,175,197
1510,bus,0.85,220,95,364,225
1510,auto,0.807,0,232,143,327
1510,auto,0.795,319,174,395,236
1510,bus,0.785,353,45,414,88
1510,auto,0.669,0,191,99,270
1510,auto,0.649,490,105,551,140
1510,auto,0.521,399,91,475,125
1510,camion,0.518,202,60,264,127
1510,auto,0.498,160,112,230,155
1510,bus,0.422,224,16,309,55
1510,camion,0.411,59,232,319,356
1515,auto,0.868,64,138,176,197
1515,bus,0.846,218,95,364,225
1515,auto,0.842,151,163,230,224
1515,bus,0.823,352,45,413,89
1515,bus,0.796,417,110,489,204
1515,auto,0.78,0,232,144,328
1515,auto,0.76,322,173,397,234
1515,auto,0.668,0,193,99,270
1515,auto,0.603,491,105,550,140
1515,camion,0.596,202,61,264,125
1515,auto,0.571,160,113,229,155
1515,bus,0.548,100,228,344,356
1515,auto,0.468,399,92,474,125
1515,bus,0.434,224,17,310,55
1515,auto,0.41,0,9,39,28
1520,auto,0.872,66,138,177,197
1520,bus,0.849,219,95,365,227
1520,auto,0.846,0,232,143,329
1520,auto,0.838,151,164,230,224
1520,bus,0.797,419,110,489,202
1520,bus,0.796,352,45,413,89
1520,auto,0.767,323,172,399,232
1520,auto,0.683,0,191,99,270
1520,camion,0.601,203,62,264,125
1520,bus,0.6,30,226,360,356
1520,auto,0.598,159,113,230,156
1520,auto,0.526,489,106,548,139
1520,auto,0.491,400,92,473,124
1525,bus,0.886,220,95,365,224
1525,auto,0.878,67,138,178,197
1525,bus,0.819,351,46,413,89
1525,auto,0.805,151,164,230,223
1525,auto,0.756,324,171,401,232
1525,auto,0.742,0,232,143,331
1525,bus,0.713,420,109,488,201
1525,auto,0.694,0,190,99,270
1525,bus,0.673,43,220,363,356
1525,camion,0.638,202,62,264,125
1525,auto,0.595,159,113,229,156
1525,auto,0.441,489,107,549,139
1525,auto,0.401,0,9,39,29
1530,auto,0.882,68,138,179,196
1530,bus,0.876,221,95,364,220
1530,bus,0.855,0,212,374,356
1530,bus,0.811,350,47,413,89
1530,auto,0.81,151,164,230,223
1530,auto,0.788,0,232,143,332
1530,auto,0.782,326,170,403,231
1530,bus,0.739,421,108,488,199
1530,auto,0.688,0,190,99,270
1530,camion,0.633,202,62,264,125
1530,auto,0.591,159,113,229,157
1530,auto,0.426,0,10,40,29
1530,auto,0.415,488,107,548,140
1535,auto,0.885,68,137,179,196
1535,bus,0.874,223,95,364,220
1535,bus,0.831,1,205,387,356
1535,auto,0.824,0,232,142,330
1535,auto,0.812,150,164,230,223
1535,bus,0.797,350,47,413,89
1535,auto,0.756,327,168,404,231
1535,auto,0.676,0,190,98,271
1535,bus,0.631,421,108,486,198
1535,camion,0.603,201,62,264,125
1535,auto,0.571,159,113,230,158
1535,auto,0.471,363,94,396,124
1540,auto,0.88,68,137,179,196
1540,bus,0.879,223,96,364,221
1540,bus,0.871,2,199,398,356
1540,auto,0.812,150,164,229,222
1540,auto,0.81,0,235,141,335
1540,auto,0.767,331,168,405,218
1540,bus,0.766,349,47,413,90
1540,auto,0.676,0,191,98,271
1540,camion,0.565,201,62,264,125
1540,bus,0.551,421,109,486,198
1540,auto,0.531,363,95,396,124
1540,auto,0.513,158,113,230,158
1540,auto,0.448,487,108,550,141
1545,bus,0.899,0,193,406,357
1545,auto,0.876,68,138,178,196
1545,bus,0.864,223,95,364,221
1545,auto,0.821,0,232,142,331
1545,auto,0.8,150,164,229,222
1545,bus,0.757,349,46,413,89
1545,auto,0.683,335,168,405,212
1545,auto,0.638,0,190,97,271
1545,bus,0.562,420,108,485,198
1545,auto,0.536,362,95,396,125
1545,camion,0.484,201,62,264,125
1545,auto,0.46,158,113,230,158
1545,camion,0.444,542,73,639,151
1545,auto,0.423,273,74,311,107
1545,auto,0.421,487,108,554,142
1550,bus,0.883,0,183,413,356
1550,auto,0.88,68,137,178,196
1550,bus,0.869,223,96,364,221
1550,auto,0.82,150,164,229,222
1550,auto,0.815,0,234,142,331
1550,bus,0.755,349,46,412,89
1550,bus,0.681,420,108,485,198
1550,auto,0.571,0,190,98,274
1550,auto,0.558,362,96,396,124
1550,auto,0.531,338,168,405,201
1550,auto,0.467,157,113,230,158
1550,camion,0.456,201,63,263,125
1550,auto,0.403,273,73,311,107
1555,auto,0.879,67,137,178,196
1555,bus,0.867,223,96,365,220
1555,auto,0.85,0,233,141,330
1555,bus,0.82,0,172,423,356
1555,auto,0.811,150,164,229,222
1555,bus,0.773,349,46,412,89
1555,bus,0.752,420,108,485,198
1555,auto,0.587,0,190,98,274
1555,camion,0.552,201,62,264,125
1555,auto,0.528,361,96,396,125
1555,auto,0.512,157,113,230,158
1555,auto,0.412,272,73,310,107
1560,auto,0.876,67,137,178,196
1560,bus,0.868,8,167,433,356
1560,bus,0.863,223,96,364,220
1560,auto,0.803,150,164,229,222
1560,auto,0.788,0,234,141,335
1560,bus,0.775,349,46,412,89
1560,bus,0.762,419,108,485,198
1560,auto,0.579,0,191,98,274
1560,auto,0.526,361,96,395,125
1560,auto,0.507,157,113,230,158
1560,camion,0.506,201,62,263,126
1560,auto,0.43,272,73,310,107
1565,bus,0.896,223,96,364,221
1565,auto,0.878,67,137,178,196
1565,bus,0.868,12,169,441,356
1565,auto,0.812,150,164,228,222
1565,bus,0.783,349,47,412,88
1565,bus,0.75,420,108,485,199
1565,auto,0.743,0,233,144,335
1565,auto,0.575,0,191,98,274
1565,camion,0.544,201,62,264,126
1565,auto,0.524,157,113,230,158
1565,auto,0.518,361,96,395,125
1565,auto,0.412,0,11,37,29
1570,bus,0.918,16,167,447,356
1570,bus,0.889,223,96,364,220
1570,auto,0.882,67,138,178,196
1570,auto,0.823,150,164,228,222
1570,bus,0.78,349,46,412,88
1570,auto,0.692,0,233,142,343
1570,bus,0.661,421,108,485,199
1570,auto,0.593,0,190,97,275
1570,camion,0.562,201,62,263,126
1570,auto,0.534,158,113,230,158
1570,auto,0.497,361,96,395,125
1575,bus,0.922,51,164,456,357
1575,bus,0.894,223,96,364,220
1575,auto,0.881,67,138,178,196
1575,auto,0.821,149,164,228,222
1575,bus,0.792,349,46,412,88
1575,auto,0.781,0,235,141,334
1575,bus,0.757,422,108,485,200
1575,auto,0.584,0,190,97,275
1575,camion,0.538,201,62,263,126
1575,auto,0.525,158,113,230,158
1575,auto,0.46,361,96,395,125
1580,bus,0.945,79,161,466,356
1580,bus,0.88,223,96,364,220
1580,auto,0.878,67,138,178,196
1580,auto,0.825,149,164,228,223
1580,bus,0.806,349,46,412,89
1580,bus,0.729,424,108,485,201
1580,auto,0.72,0,235,141,329
1580,camion,0.552,201,63,263,126
1580,auto,0.545,0,190,97,275
1580,auto,0.527,157,113,230,158
1580,auto,0.447,360,96,395,125
1585,bus,0.948,103,159,474,356
1585,auto,0.885,67,138,178,196
1585,bus,0.88,223,96,364,221
1585,auto,0.829,149,163,228,223
1585,bus,0.765,349,46,411,90
1585,auto,0.726,0,236,140,329
1585,camion,0.609,200,63,263,125
1585,bus,0.588,424,108,484,196
1585,auto,0.563,158,113,230,158
1585,auto,0.562,0,191,97,275
1585,auto,0.436,360,95,395,126
1585,auto,0.406,271,73,310,107
1590,bus,0.947,121,154,479,356
1590,auto,0.881,67,138,178,196
1590,bus,0.875,223,96,364,221
1590,auto,0.828,148,164,228,223
1590,bus,0.786,349,47,411,90
1590,auto,0.738,0,236,139,330
1590,camion,0.654,200,63,263,125
1590,auto,0.579,157,113,229,158
1590,auto,0.56,0,192,97,275
1590,bus,0.494,425,108,485,186
1590,auto,0.404,271,73,310,107
1595,bus,0.916,141,147,486,357
1595,bus,0.88,222,96,365,221
1595,auto,0.878,67,138,178,197
1595,auto,0.824,148,164,228,223
1595,bus,0.747,349,47,411,93
1595,auto,0.742,0,236,140,330
1595,camion,0.652,200,63,263,125
1595,auto,0.588,157,113,229,158
1595,auto,0.538,0,191,97,275
1595,auto,0.457,375,116,411,146
1595,auto,0.422,0,12,27,29
1600,bus,0.937,160,147,491,357
1600,bus,0.879,222,96,365,221
1600,auto,0.877,67,138,178,196
1600,auto,0.815,149,164,228,223
1600,bus,0.797,349,47,416,90
1600,auto,0.729,0,234,141,327
1600,camion,0.658,200,63,263,125
1600,auto,0.578,157,113,229,158
1600,auto,0.535,0,192,97,275
1600,auto,0.448,375,116,411,146
1600,bus,0.428,219,19,301,59
1605,bus,0.932,178,144,496,357
1605,auto,0.861,67,137,178,196
1605,bus,0.86,223,96,364,220
1605,auto,0.814,149,164,228,223
1605,bus,0.791,346,47,416,92
1605,auto,0.742,0,233,141,331
1605,camion,0.682,200,63,263,125
1605,auto,0.61,156,114,229,158
1605,bus,0.607,220,18,295,57
1605,auto,0.56,119,233,212,321
1605,auto,0.544,0,191,97,273
1605,auto,0.428,272,75,310,107
1605,auto,0.406,484,107,562,143
1610,bus,0.944,195,140,501,357
1610,bus,0.869,223,95,364,220
1610,auto,0.864,67,137,179,196
1610,auto,0.804,149,164,228,223
1610,bus,0.796,346,47,415,92
1610,auto,0.719,0,233,141,332
1610,auto,0.659,0,189,97,272
1610,camion,0.653,201,62,263,126
1610,auto,0.628,119,231,224,320
1610,auto,0.553,158,114,228,158
1610,bus,0.525,220,17,299,57
1610,auto,0.4,484,106,558,142
1615,bus,0.941,206,138,504,357
1615,bus,0.889,223,95,364,220
1615,auto,0.858,68,136,179,196
1615,auto,0.815,149,164,228,222
1615,bus,0.758,347,47,414,92
1615,auto,0.702,1,235,140,331
1615,auto,0.66,0,189,97,272
1615,camion,0.644,201,62,263,125
1615,auto,0.556,119,231,225,320
1615,auto,0.51,376,114,412,146
1615,auto,0.502,158,113,228,157
1615,auto,0.428,487,107,550,140
1615,bus,0.412,222,17,299,56
1615,auto,0.405,116,20,147,37
1615,auto,0.4,274,74,311,106
1620,bus,0.949,220,136,505,357
1620,bus,0.894,222,95,364,219
1620,auto,0.854,69,136,179,195
1620,auto,0.791,150,164,228,222
1620,bus,0.771,351,47,413,89
1620,auto,0.727,119,229,228,320
1620,camion,0.704,201,62,263,126
1620,auto,0.695,1,234,141,331
1620,auto,0.676,0,189,98,271
1620,auto,0.593,486,106,551,142
1620,auto,0.504,158,113,229,157
1620,auto,0.462,116,20,148,37
1620,auto,0.45,376,114,412,147
1625,bus,0.951,230,135,507,357
1625,bus,0.875,221,95,365,220
1625,auto,0.859,69,136,179,195
1625,bus,0.82,350,47,414,89
1625,auto,0.808,119,231,237,320
1625,auto,0.768,150,164,229,222
1625,camion,0.746,202,62,264,125
1625,auto,0.7,0,189,99,271
1625,auto,0.667,1,234,141,330
1625,auto,0.557,485,106,550,141
1625,auto,0.543,159,113,229,156
1625,auto,0.438,376,114,413,146
1625,auto,0.405,116,20,148,36
1630,bus,0.959,239,134,508,357
1630,bus,0.871,217,95,364,219
1630,auto,0.853,69,136,180,195
1630,bus,0.833,351,47,414,90
1630,auto,0.83,120,232,241,320
1630,auto,0.765,151,164,230,222
1630,camion,0.764,203,62,264,125
1630,auto,0.696,0,190,99,270
1630,auto,0.659,1,235,141,330
1630,auto,0.59,485,106,549,141
1630,auto,0.584,159,113,229,156
1630,auto,0.534,377,114,413,147
1635,bus,0.956,246,134,509,356
1635,bus,0.866,219,96,365,221
1635,auto,0.853,69,137,181,195
1635,bus,0.823,351,46,414,89
1635,auto,0.805,120,231,250,321
1635,camion,0.762,203,62,264,125
1635,auto,0.752,151,164,230,223
1635,auto,0.698,0,189,99,270
1635,auto,0.65,1,236,141,330
1635,auto,0.587,159,113,229,156
1635,auto,0.581,486,106,549,141
1635,auto,0.513,377,114,413,147
1640,bus,0.95,250,134,510,356
1640,auto,0.873,70,138,181,196
1640,bus,0.871,219,97,364,221
1640,auto,0.836,120,229,255,321
1640,bus,0.788,351,46,414,89
1640,auto,0.775,151,165,230,224
1640,auto,0.693,160,115,228,157
1640,auto,0.665,0,191,99,271
1640,auto,0.644,1,236,141,331
1640,camion,0.639,202,61,264,126
1640,auto,0.454,489,107,547,139
1645,bus,0.952,255,133,510,356
1645,bus,0.868,218,97,365,222
1645,auto,0.859,69,138,180,197
1645,bus,0.84,352,48,413,90
1645,auto,0.838,120,229,255,322
1645,auto,0.76,150,165,230,224
1645,auto,0.693,0,192,99,271
1645,auto,0.664,160,115,229,157
1645,auto,0.65,0,237,141,332
1645,auto,0.553,490,107,551,142
1645,camion,0.483,202,62,263,127
1645,auto,0.442,361,94,396,126
1650,bus,0.947,257,131,510,356
1650,bus,0.877,224,97,364,223
1650,auto,0.853,69,139,180,198
1650,auto,0.848,120,231,255,322
